Date,Time,Unit,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
2025-08-07,19:19:05,C°,20.31,19.94,20.19,20.19,24.5,18.94,19.0,19.38,19.38,19.06,19.13,19.75,20.13,20.25,20.25,19.94,20.0,19.75,20.06,19.94
2025-08-07,19:19:14,C°,20.31,19.94,20.19,20.25,24.44,18.94,19.06,19.31,19.31,19.0,19.19,19.75,20.13,20.25,20.25,19.88,20.0,19.75,20.06,19.94
2025-08-07,19:19:23,C°,20.31,19.94,20.19,20.19,24.44,18.94,19.06,19.38,19.44,19.06,19.06,19.75,20.13,20.25,20.19,19.94,20.0,19.75,20.06,19.94
2025-08-07,19:19:33,C°,20.31,19.94,20.19,20.19,24.44,19.0,19.0,19.38,19.31,19.0,19.13,19.75,20.13,20.25,20.19,19.88,20.0,19.75,20.06,19.94
2025-08-07,19:19:42,C°,20.31,19.94,20.19,20.19,24.44,18.94,19.0,19.38,19.31,19.0,19.19,19.75,20.13,20.25,20.25,19.94,20.0,19.75,20.06,19.94
2025-08-07,19:19:51,C°,20.31,19.94,20.19,20.19,24.5,18.94,19.0,19.38,19.38,19.0,19.13,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.06,19.94
2025-08-07,19:20:00,C°,20.31,19.94,20.19,20.25,24.5,19.0,19.0,19.38,19.31,19.0,19.13,19.75,20.13,20.25,20.19,19.94,20.0,19.75,20.06,19.94
2025-08-07,19:20:09,C°,20.31,19.94,20.19,20.19,24.5,18.94,19.0,19.31,19.38,19.0,19.0,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:20:18,C°,20.31,20.0,20.19,20.19,24.5,18.94,19.0,19.38,19.31,19.0,19.13,19.75,20.13,20.25,20.19,19.88,20.0,19.75,20.06,19.94
2025-08-07,19:20:28,C°,20.38,20.0,20.19,20.19,24.44,18.94,19.0,19.31,19.38,19.06,19.19,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:20:37,C°,20.38,20.0,20.19,20.19,24.5,18.94,19.0,19.31,19.38,19.0,19.13,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:20:46,C°,20.25,20.0,20.13,20.13,24.44,18.94,19.0,19.31,19.38,19.06,18.94,19.75,20.13,20.25,20.25,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:20:55,C°,20.25,19.94,20.19,20.19,24.44,18.94,19.0,19.38,19.38,19.0,19.13,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.06,19.94
2025-08-07,19:21:04,C°,20.31,20.0,20.19,20.19,24.44,18.94,19.0,19.38,19.38,19.0,19.19,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:21:14,C°,20.31,19.94,20.19,20.19,24.5,18.94,18.94,19.38,19.31,19.0,19.06,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:21:23,C°,20.31,20.0,20.19,20.19,24.44,18.88,19.0,19.31,19.38,19.0,19.13,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:21:32,C°,20.31,19.94,20.19,20.13,24.5,18.94,19.0,19.31,19.38,18.94,19.13,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:21:41,C°,20.25,19.94,20.19,20.19,24.5,18.88,19.0,19.38,19.38,19.0,19.0,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:21:50,C°,20.31,19.94,20.13,20.19,24.5,18.94,19.0,19.38,19.38,19.0,19.13,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:21:59,C°,20.31,19.94,20.13,20.19,24.5,18.94,19.0,19.31,19.31,19.0,19.13,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:22:09,C°,20.31,19.94,20.19,20.13,24.44,18.94,19.0,19.31,19.38,19.06,19.19,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:22:18,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.0,19.38,19.31,19.0,19.0,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:22:27,C°,20.25,19.94,20.13,20.25,24.44,18.94,19.0,19.31,19.38,19.0,19.0,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:22:36,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.31,19.0,19.0,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:22:45,C°,20.19,19.94,20.19,20.19,24.44,18.94,19.0,19.31,19.31,19.06,19.06,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:22:55,C°,20.25,19.94,20.19,20.19,24.44,18.94,19.0,19.38,19.38,19.0,19.06,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:23:04,C°,20.25,19.94,20.13,20.13,24.5,18.94,19.0,19.38,19.38,19.0,19.06,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:23:13,C°,20.25,19.94,20.19,20.19,24.44,18.94,19.0,19.31,19.31,19.06,19.13,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:23:22,C°,20.38,19.94,20.19,20.13,24.5,18.94,19.0,19.31,19.31,19.0,19.19,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:23:31,C°,20.25,19.94,20.13,20.25,24.44,18.94,19.0,19.38,19.38,19.0,19.19,19.75,20.13,20.19,20.19,19.94,20.0,19.75,20.0,19.94
2025-08-07,19:23:40,C°,20.25,19.94,20.06,20.19,24.44,18.94,19.0,19.31,19.38,19.06,19.19,19.69,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:23:50,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.06,19.31,19.38,19.06,19.06,19.69,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:23:59,C°,20.25,20.0,20.13,20.19,24.44,18.94,19.06,19.38,19.38,19.06,19.19,19.75,20.13,20.19,20.19,19.88,19.94,19.75,20.0,19.94
2025-08-07,19:24:08,C°,20.31,19.94,20.13,20.13,24.44,18.88,19.0,19.38,19.31,19.0,19.13,19.75,20.13,20.19,20.19,19.94,19.94,19.75,20.0,19.94
2025-08-07,19:24:17,C°,20.38,19.94,20.13,20.19,24.44,18.94,19.0,19.38,19.38,19.06,19.06,19.75,20.06,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:24:26,C°,20.25,19.94,20.19,20.19,24.44,18.94,19.0,19.31,19.38,19.06,19.25,19.75,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:24:35,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.0,19.38,19.38,19.06,19.19,19.75,20.13,20.19,20.19,19.94,19.94,19.75,20.0,19.94
2025-08-07,19:24:45,C°,20.31,19.94,20.13,20.19,24.44,19.0,19.0,19.38,19.44,18.94,19.06,19.69,20.06,20.19,20.19,19.94,19.94,19.75,20.0,19.94
2025-08-07,19:24:54,C°,20.25,19.94,20.13,20.19,24.44,19.0,19.0,19.38,19.38,19.06,19.19,19.75,20.13,20.19,20.19,19.94,19.94,19.75,20.0,19.94
2025-08-07,19:25:03,C°,20.25,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.38,19.0,19.06,19.69,20.06,20.19,20.19,19.94,19.94,19.69,20.0,19.94
2025-08-07,19:25:12,C°,20.25,19.94,20.13,20.19,24.38,18.94,19.0,19.31,19.38,19.06,19.06,19.69,20.06,20.19,20.19,19.88,19.94,19.75,20.0,19.94
2025-08-07,19:25:21,C°,20.25,19.94,20.13,20.25,24.44,18.94,19.0,19.38,19.38,18.94,19.19,19.69,20.13,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:25:31,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.38,19.0,19.06,19.69,20.06,20.19,20.19,19.88,19.94,19.75,20.0,19.94
2025-08-07,19:25:40,C°,20.25,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.44,19.0,19.06,19.69,20.13,20.19,20.19,19.94,19.94,19.75,20.0,19.94
2025-08-07,19:25:49,C°,20.25,19.94,20.13,20.19,24.44,18.94,19.0,19.38,19.38,19.06,19.13,19.69,20.06,20.19,20.19,19.88,20.0,19.75,20.0,19.94
2025-08-07,19:25:58,C°,20.25,19.94,20.13,20.19,24.44,18.94,18.94,19.38,19.38,19.0,19.13,19.69,20.06,20.19,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:26:07,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.0,19.38,19.38,18.94,19.19,19.69,20.13,20.19,20.19,19.94,20.0,19.69,20.0,19.94
2025-08-07,19:26:16,C°,20.25,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.44,19.0,19.19,19.69,20.06,20.19,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:26:26,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.06,19.31,19.38,19.0,19.13,19.69,20.06,20.19,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:26:35,C°,20.31,19.94,20.13,20.13,24.44,18.94,19.0,19.31,19.44,19.0,19.13,19.69,20.06,20.19,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:26:44,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.44,19.0,19.13,19.69,20.06,20.19,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:26:53,C°,20.25,19.94,20.13,20.13,24.44,19.0,19.0,19.31,19.38,18.94,19.19,19.69,20.06,20.19,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:27:02,C°,20.31,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.38,19.0,19.13,19.69,20.06,20.13,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:27:12,C°,20.25,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.31,19.06,19.19,19.69,20.06,20.13,20.13,19.94,19.94,19.69,20.0,19.94
2025-08-07,19:27:21,C°,20.25,19.94,20.13,20.19,24.44,18.88,18.94,19.31,19.31,19.06,19.13,19.69,20.06,20.19,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:27:30,C°,20.25,19.94,20.13,20.19,24.44,18.94,19.0,19.25,19.38,19.0,19.19,19.69,20.06,20.13,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:27:39,C°,20.25,19.94,20.13,20.19,24.44,18.88,19.0,19.31,19.31,19.0,19.0,19.69,20.06,20.13,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:27:48,C°,20.25,19.88,20.13,20.13,24.44,18.94,19.06,19.38,19.38,19.0,19.06,19.69,20.06,20.19,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:27:57,C°,20.25,19.94,20.13,20.19,24.44,18.94,19.0,19.31,19.38,19.0,19.13,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:28:07,C°,20.31,19.94,20.13,20.13,24.44,18.94,19.0,19.31,19.31,19.0,18.94,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:28:16,C°,20.19,19.88,20.13,20.19,24.44,18.94,19.0,19.31,19.38,19.0,19.13,19.69,20.06,20.13,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:28:25,C°,20.31,19.88,20.13,20.19,24.44,18.88,18.94,19.31,19.38,18.94,19.06,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:28:34,C°,20.25,19.94,20.13,20.13,24.44,18.94,19.0,19.31,19.38,18.94,19.13,19.69,20.06,20.13,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:28:43,C°,20.19,19.94,20.13,20.19,24.38,18.94,19.0,19.31,19.38,19.0,19.19,19.69,20.06,20.13,20.19,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:28:53,C°,20.25,19.88,20.13,20.19,24.44,18.94,19.0,19.31,19.31,19.0,19.06,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:29:02,C°,20.25,19.94,20.13,20.13,24.38,18.94,18.94,19.31,19.31,19.0,19.13,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:29:11,C°,20.19,19.94,20.13,20.13,24.44,18.94,19.0,19.31,19.31,19.0,18.94,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:29:20,C°,20.25,19.88,20.13,20.19,24.44,18.94,19.0,19.31,19.25,19.0,19.06,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:29:29,C°,20.25,19.88,20.13,20.13,24.44,18.94,19.0,19.38,19.31,19.0,19.13,19.69,20.06,20.13,20.13,19.81,19.94,19.69,20.0,19.94
2025-08-07,19:29:38,C°,20.25,19.94,20.06,20.13,24.44,18.94,19.0,19.31,19.31,19.0,19.13,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:29:48,C°,20.19,19.94,20.06,20.13,24.44,18.94,19.0,19.31,19.38,18.94,19.0,19.69,20.06,20.13,20.19,19.81,19.94,19.69,20.0,19.94
2025-08-07,19:29:57,C°,20.25,19.94,20.13,20.13,24.44,18.94,19.0,19.31,19.31,19.06,19.06,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:30:06,C°,20.25,19.94,20.06,20.19,24.44,18.94,18.94,19.31,19.38,19.0,19.0,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:30:15,C°,20.25,19.94,20.13,20.06,24.44,18.94,19.0,19.31,19.38,18.94,19.0,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:30:24,C°,20.25,19.94,20.13,20.13,24.44,18.94,19.0,19.31,19.31,19.0,19.13,19.69,20.06,20.13,20.13,19.81,19.94,19.69,20.0,19.94
2025-08-07,19:30:34,C°,20.19,19.94,20.06,20.13,24.38,18.94,19.0,19.31,19.38,19.0,19.13,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:30:43,C°,20.19,19.88,20.06,20.13,24.44,18.88,19.0,19.31,19.31,19.0,19.0,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:30:52,C°,20.19,19.94,20.06,20.19,24.44,18.94,19.0,19.31,19.31,19.0,19.13,19.63,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:31:01,C°,20.25,19.94,20.06,20.19,24.44,18.94,19.0,19.31,19.38,19.0,19.13,19.69,20.06,20.13,20.13,19.88,19.94,19.69,20.0,19.94
2025-08-07,19:31:10,C°,20.19,19.88,20.06,20.19,24.44,18.88,19.0,19.31,19.38,19.06,19.13,19.69,20.06,20.13,20.13,19.81,19.94,19.69,20.0,19.94
2025-08-07,19:31:19,C°,20.19,19.94,20.13,20.13,24.38,18.94,19.0,19.25,19.38,19.0,19.13,19.69,20.06,20.13,20.13,19.81,19.94,19.69,19.94,19.94
2025-08-07,19:31:29,C°,20.25,19.88,20.13,20.13,24.38,18.94,19.0,19.31,19.38,19.0,19.13,19.63,20.06,20.13,20.13,19.81,19.94,19.69,20.0,19.94
2025-08-07,19:31:38,C°,20.25,19.88,20.06,20.13,24.44,18.94,19.0,19.31,19.31,18.94,19.0,19.69,20.0,20.13,20.13,19.81,19.94,19.69,19.94,19.94
2025-08-07,19:31:47,C°,20.25,19.94,20.06,20.13,24.44,19.0,19.0,19.31,19.31,19.0,19.0,19.63,20.06,20.13,20.13,19.81,19.94,19.69,19.94,19.94
2025-08-07,19:31:56,C°,20.25,19.88,20.06,20.13,24.44,18.94,19.0,19.31,19.38,19.0,19.0,19.63,20.06,20.13,20.13,19.88,19.94,19.69,19.94,19.88
2025-08-07,19:32:05,C°,20.25,19.94,20.13,20.13,24.44,18.94,19.0,19.31,19.25,19.0,19.0,19.63,20.0,20.13,20.13,19.81,19.88,19.69,19.94,19.88
2025-08-07,19:32:14,C°,20.19,19.88,20.06,20.13,24.44,18.94,18.94,19.31,19.31,19.0,19.0,19.63,20.06,20.13,20.13,19.88,19.94,19.69,19.94,19.88
2025-08-07,19:32:24,C°,20.19,19.88,20.06,20.13,24.38,18.94,19.0,19.31,19.31,18.94,19.13,19.63,20.06,20.13,20.13,19.81,19.94,19.69,19.94,19.88
2025-08-07,19:32:33,C°,20.25,19.88,20.06,20.19,24.44,18.94,19.0,19.31,19.31,19.0,19.19,19.69,20.0,20.13,20.13,19.88,19.94,19.63,20.0,19.88
2025-08-07,19:32:42,C°,20.25,19.88,20.06,20.19,24.44,18.88,19.0,19.31,19.31,19.0,19.19,19.63,20.0,20.13,20.13,19.88,19.94,19.63,19.94,19.88
2025-08-07,19:32:51,C°,20.25,19.88,20.13,20.13,24.38,18.88,19.0,19.31,19.31,19.0,19.19,19.63,20.06,20.13,20.13,19.88,19.94,19.63,19.94,19.88
2025-08-07,19:33:00,C°,20.19,19.94,20.06,20.13,24.38,18.94,19.0,19.31,19.38,19.0,19.0,19.63,20.0,20.13,20.13,19.81,19.88,19.63,19.94,19.88
2025-08-07,19:33:10,C°,20.19,19.88,20.06,20.13,24.38,18.88,19.0,19.31,19.31,19.0,19.0,19.63,20.0,20.13,20.13,19.88,19.94,19.63,19.94,19.88
2025-08-07,19:33:19,C°,20.19,19.88,20.06,20.19,24.38,18.94,19.06,19.25,19.38,19.0,19.13,19.63,20.0,20.13,20.13,19.88,19.88,19.63,19.94,19.88
2025-08-07,19:33:28,C°,20.25,19.94,20.13,20.06,24.38,18.94,19.0,19.25,19.31,19.0,19.0,19.63,20.06,20.13,20.13,19.81,19.88,19.63,19.94,19.88
2025-08-07,19:33:37,C°,20.25,19.88,20.13,20.19,24.38,18.94,19.0,19.31,19.31,19.0,19.13,19.63,20.06,20.13,20.13,19.81,19.88,19.63,19.94,19.88
2025-08-07,19:33:46,C°,20.25,19.94,20.06,20.13,24.38,18.94,19.06,19.31,19.31,19.0,19.13,19.69,20.0,20.13,20.13,19.88,19.88,19.63,19.94,19.88
2025-08-07,19:33:55,C°,20.19,19.81,20.06,20.13,24.38,19.0,19.0,19.25,19.25,19.0,19.19,19.69,20.0,20.13,20.13,19.88,19.88,19.63,19.94,19.88
2025-08-07,19:34:05,C°,20.19,19.88,20.06,20.13,24.38,18.94,19.06,19.31,19.31,19.0,19.0,19.63,20.0,20.13,20.13,19.81,19.88,19.63,19.94,19.88
2025-08-07,19:34:14,C°,20.25,19.88,20.13,20.13,24.31,19.0,19.0,19.25,19.31,19.0,19.19,19.63,20.0,20.13,20.13,19.81,19.88,19.69,19.94,19.88
2025-08-07,19:34:23,C°,20.25,19.88,20.06,20.19,24.38,19.0,19.06,19.31,19.31,19.06,19.19,19.69,20.0,20.13,20.13,19.81,19.88,19.63,19.94,19.81
2025-08-07,19:34:32,C°,20.25,19.88,20.06,20.13,24.38,19.0,19.06,19.31,19.31,19.06,19.25,19.63,20.0,20.13,20.06,19.81,19.88,19.63,19.94,19.81
2025-08-07,19:34:41,C°,20.25,19.88,20.06,20.19,24.38,19.0,19.06,19.38,19.38,19.06,19.25,19.69,20.0,20.13,20.13,19.88,19.88,19.63,19.94,19.88
2025-08-07,19:34:51,C°,20.31,20.0,20.06,20.13,24.31,19.06,19.06,19.38,19.31,19.0,19.25,19.69,20.0,20.13,20.13,19.81,19.88,19.69,19.94,19.88
2025-08-07,19:35:00,C°,20.31,19.94,20.13,20.19,24.38,19.0,19.06,19.31,19.38,19.06,19.25,19.69,20.0,20.13,20.13,19.81,19.88,19.69,19.94,19.81
2025-08-07,19:35:09,C°,20.25,19.94,20.13,20.13,24.44,19.0,19.13,19.31,19.31,19.06,19.06,19.69,20.0,20.13,20.13,19.81,19.88,19.69,19.94,19.81
2025-08-07,19:35:18,C°,20.25,19.94,20.13,20.13,24.44,19.0,19.06,19.31,19.31,19.13,19.25,19.69,20.0,20.06,20.13,19.81,19.88,19.69,19.94,19.81
2025-08-07,19:35:27,C°,20.19,19.94,20.06,20.13,24.38,19.06,19.13,19.31,19.31,19.06,19.25,19.63,20.0,20.13,20.13,19.81,19.88,19.69,19.94,19.81
2025-08-07,19:35:36,C°,20.19,19.88,20.13,20.13,24.38,19.0,19.13,19.31,19.38,19.06,19.13,19.63,20.0,20.06,20.06,19.81,19.88,19.69,19.94,19.81
2025-08-07,19:35:46,C°,20.25,19.94,20.06,20.19,24.44,19.0,19.06,19.31,19.31,19.13,19.25,19.69,20.0,20.13,20.06,19.81,19.88,19.69,19.94,19.88
2025-08-07,19:35:55,C°,20.25,19.94,20.06,20.13,24.44,19.06,19.13,19.31,19.31,19.06,19.13,19.63,20.0,20.06,20.13,19.81,19.88,19.69,19.94,19.81
2025-08-07,19:36:04,C°,20.19,19.94,20.06,20.13,24.38,19.06,19.13,19.31,19.38,19.06,19.19,19.63,20.0,20.06,20.06,19.81,19.88,19.69,19.94,19.81
2025-08-07,19:36:13,C°,20.25,19.94,20.06,20.19,24.38,19.0,19.13,19.31,19.38,19.13,19.25,19.63,20.0,20.06,20.06,19.81,19.88,19.69,19.94,19.81
2025-08-07,19:36:22,C°,20.25,19.94,20.06,20.13,24.38,19.06,19.13,19.38,19.38,19.13,19.19,19.63,20.0,20.13,20.06,19.81,19.88,19.69,19.94,19.81
